Category,Indicator,Metro,Year_Desc,Year,Value,Formatted_Value,Rank,Rank_Order,Key_Indicator,Data_Type
Education,High School Graduation Rate - OF COLOR,"San Francisco-Oakland-Hayward, CA Metro Area",2015 (2014 data),2015,,,,,0,Percent
Education,High School Graduation Rate - OF COLOR,"San Francisco-Oakland-Hayward, CA Metro Area",2016 (2015 data),2016,,,,,0,Percent
Education,High School Graduation Rate - OF COLOR,"San Francisco-Oakland-Hayward, CA Metro Area",2017 (2016 data),2017,,,,,0,Percent
Education,High School Graduation Rate - OF COLOR,"San Francisco-Oakland-Hayward, CA Metro Area",2018 (2017 data),2018,,,,,0,Percent
Education,High School Graduation Rate - OF COLOR,"San Francisco-Oakland-Hayward, CA Metro Area",2019 (2018 data),2019,,,,,0,Percent
Education,High School Graduates Enrolling in Post-Secondary Education,"San Francisco-Oakland-Hayward, CA Metro Area",2015 (2014 data),2015,,,,,0,Percent
Education,High School Graduates Enrolling in Post-Secondary Education,"San Francisco-Oakland-Hayward, CA Metro Area",2016 (2015 data),2016,,,,,0,Percent
Education,High School Graduates Enrolling in Post-Secondary Education,"San Francisco-Oakland-Hayward, CA Metro Area",2017 (2016 data),2017,,,,,0,Percent
Education,High School Graduates Enrolling in Post-Secondary Education,"San Francisco-Oakland-Hayward, CA Metro Area",2018 (2017 data),2018,,,,,0,Percent
Education,High School Graduates Enrolling in Post-Secondary Education,"San Francisco-Oakland-Hayward, CA Metro Area",2019 (2018 data),2019,,,,,0,Percent
Education,3-Year Graduation Rate at 2-Year Institutions (State-Level),"San Francisco-Oakland-Hayward, CA Metro Area",2015 (2014 data),2015,0.491,49.10%,6,(highest to lowest),1,Percent
Education,3-Year Graduation Rate at 2-Year Institutions (State-Level),"San Francisco-Oakland-Hayward, CA Metro Area",2016 (2015 data),2016,0.51,51.00%,3,(highest to lowest),1,Percent
Education,3-Year Graduation Rate at 2-Year Institutions (State-Level),"San Francisco-Oakland-Hayward, CA Metro Area",2017 (2016 data),2017,0.51,51.00%,3,(highest to lowest),1,Percent
Education,3-Year Graduation Rate at 2-Year Institutions (State-Level),"San Francisco-Oakland-Hayward, CA Metro Area",2018 (2017 data),2018,0.472369018285566,47.24%,6,(highest to lowest),1,Percent
Education,3-Year Graduation Rate at 2-Year Institutions (State-Level),"San Francisco-Oakland-Hayward, CA Metro Area",2019 (2018 data),2019,0.463,46.30%,6,(highest to lowest),1,Percent
Education,6-Year Graduation Rate at 4-Year Institutions (State Level),"San Francisco-Oakland-Hayward, CA Metro Area",2015 (2014 data),2015,0.65,65.00%,4,(highest to lowest),1,Percent
Education,6-Year Graduation Rate at 4-Year Institutions (State Level),"San Francisco-Oakland-Hayward, CA Metro Area",2016 (2015 data),2016,0.642,64.20%,4,(highest to lowest),1,Percent
Education,6-Year Graduation Rate at 4-Year Institutions (State Level),"San Francisco-Oakland-Hayward, CA Metro Area",2017 (2016 data),2017,0.642,64.20%,4,(highest to lowest),1,Percent
Education,6-Year Graduation Rate at 4-Year Institutions (State Level),"San Francisco-Oakland-Hayward, CA Metro Area",2018 (2017 data),2018,0.662,66.20%,4,(highest to lowest),1,Percent
Education,6-Year Graduation Rate at 4-Year Institutions (State Level),"San Francisco-Oakland-Hayward, CA Metro Area",2019 (2018 data),2019,0.649,64.90%,4,(highest to lowest),1,Percent
Education,3rd Grade Students Achieving Reading Standards - White,"Seattle-Tacoma-Bellevue, WA Metro Area",2015 (2014 data),2015,,,,,0,Percent
Education,3rd Grade Students Achieving Reading Standards - White,"Seattle-Tacoma-Bellevue, WA Metro Area",2016 (2015 data),2016,,,,,0,Percent
Education,3rd Grade Students Achieving Reading Standards - White,"Seattle-Tacoma-Bellevue, WA Metro Area",2017 (2016 data),2017,,,,,0,Percent
Education,3rd Grade Students Achieving Reading Standards - White,"Seattle-Tacoma-Bellevue, WA Metro Area",2018 (2017 data),2018,,,,,0,Percent
Education,3rd Grade Students Achieving Reading Standards - White,"Seattle-Tacoma-Bellevue, WA Metro Area",2019 (2018 data),2019,,,,,0,Percent
Education,3rd Grade Students Achieving Reading Standards - OF COLOR,"Seattle-Tacoma-Bellevue, WA Metro Area",2015 (2014 data),2015,,,,,0,Percent
Education,3rd Grade Students Achieving Reading Standards - OF COLOR,"Seattle-Tacoma-Bellevue, WA Metro Area",2016 (2015 data),2016,,,,,0,Percent
Education,3rd Grade Students Achieving Reading Standards - OF COLOR,"Seattle-Tacoma-Bellevue, WA Metro Area",2017 (2016 data),2017,,,,,0,Percent
Education,3rd Grade Students Achieving Reading Standards - OF COLOR,"Seattle-Tacoma-Bellevue, WA Metro Area",2018 (2017 data),2018,,,,,0,Percent
Education,3rd Grade Students Achieving Reading Standards - OF COLOR,"Seattle-Tacoma-Bellevue, WA Metro Area",2019 (2018 data),2019,,,,,0,Percent
Education,8th Grade Students Achieving Math Standards - White,"Seattle-Tacoma-Bellevue, WA Metro Area",2015 (2014 data),2015,,,,,0,Percent
Education,8th Grade Students Achieving Math Standards - White,"Seattle-Tacoma-Bellevue, WA Metro Area",2016 (2015 data),2016,,,,,0,Percent
Education,8th Grade Students Achieving Math Standards - White,"Seattle-Tacoma-Bellevue, WA Metro Area",2017 (2016 data),2017,,,,,0,Percent
Education,8th Grade Students Achieving Math Standards - White,"Seattle-Tacoma-Bellevue, WA Metro Area",2018 (2017 data),2018,,,,,0,Percent
Education,8th Grade Students Achieving Math Standards - White,"Seattle-Tacoma-Bellevue, WA Metro Area",2019 (2018 data),2019,,,,,0,Percent
Education,8th Grade Students Achieving Math Standards - OF COLOR,"Seattle-Tacoma-Bellevue, WA Metro Area",2015 (2014 data),2015,,,,,0,Percent
Education,8th Grade Students Achieving Math Standards - OF COLOR,"Seattle-Tacoma-Bellevue, WA Metro Area",2016 (2015 data),2016,,,,,0,Percent
Education,8th Grade Students Achieving Math Standards - OF COLOR,"Seattle-Tacoma-Bellevue, WA Metro Area",2017 (2016 data),2017,,,,,0,Percent
Education,8th Grade Students Achieving Math Standards - OF COLOR,"Seattle-Tacoma-Bellevue, WA Metro Area",2018 (2017 data),2018,,,,,0,Percent
Education,8th Grade Students Achieving Math Standards - OF COLOR,"Seattle-Tacoma-Bellevue, WA Metro Area",2019 (2018 data),2019,,,,,0,Percent
Education,High School Graduation Rate - White,"Seattle-Tacoma-Bellevue, WA Metro Area",2015 (2014 data),2015,,,,,0,Percent
Education,High School Graduation Rate - White,"Seattle-Tacoma-Bellevue, WA Metro Area",2016 (2015 data),2016,,,,,0,Percent
Education,High School Graduation Rate - White,"Seattle-Tacoma-Bellevue, WA Metro Area",2017 (2016 data),2017,,,,,0,Percent
Education,High School Graduation Rate - White,"Seattle-Tacoma-Bellevue, WA Metro Area",2018 (2017 data),2018,,,,,0,Percent
Education,High School Graduation Rate - White,"Seattle-Tacoma-Bellevue, WA Metro Area",2019 (2018 data),2019,,,,,0,Percent
Education,High School Graduation Rate - OF COLOR,"Seattle-Tacoma-Bellevue, WA Metro Area",2015 (2014 data),2015,,,,,0,Percent
Education,High School Graduation Rate - OF COLOR,"Seattle-Tacoma-Bellevue, WA Metro Area",2016 (2015 data),2016,,,,,0,Percent
Education,High School Graduation Rate - OF COLOR,"Seattle-Tacoma-Bellevue, WA Metro Area",2017 (2016 data),2017,,,,,0,Percent
Education,High School Graduation Rate - OF COLOR,"Seattle-Tacoma-Bellevue, WA Metro Area",2018 (2017 data),2018,,,,,0,Percent
Education,High School Graduation Rate - OF COLOR,"Seattle-Tacoma-Bellevue, WA Metro Area",2019 (2018 data),2019,,,,,0,Percent
Education,High School Graduates Enrolling in Post-Secondary Education,"Seattle-Tacoma-Bellevue, WA Metro Area",2015 (2014 data),2015,,,,,0,Percent
Education,High School Graduates Enrolling in Post-Secondary Education,"Seattle-Tacoma-Bellevue, WA Metro Area",2016 (2015 data),2016,,,,,0,Percent
Education,High School Graduates Enrolling in Post-Secondary Education,"Seattle-Tacoma-Bellevue, WA Metro Area",2017 (2016 data),2017,,,,,0,Percent
Education,High School Graduates Enrolling in Post-Secondary Education,"Seattle-Tacoma-Bellevue, WA Metro Area",2018 (2017 data),2018,,,,,0,Percent
Education,High School Graduates Enrolling in Post-Secondary Education,"Seattle-Tacoma-Bellevue, WA Metro Area",2019 (2018 data),2019,,,,,0,Percent
Education,3-Year Graduation Rate at 2-Year Institutions (State-Level),"Seattle-Tacoma-Bellevue, WA Metro Area",2015 (2014 data),2015,0.541,54.10%,2,(highest to lowest),1,Percent
Education,3-Year Graduation Rate at 2-Year Institutions (State-Level),"Seattle-Tacoma-Bellevue, WA Metro Area",2016 (2015 data),2016,0.556,55.60%,1,(highest to lowest),1,Percent
Education,3-Year Graduation Rate at 2-Year Institutions (State-Level),"Seattle-Tacoma-Bellevue, WA Metro Area",2017 (2016 data),2017,0.556,55.60%,1,(highest to lowest),1,Percent
Education,3-Year Graduation Rate at 2-Year Institutions (State-Level),"Seattle-Tacoma-Bellevue, WA Metro Area",2018 (2017 data),2018,0.5880528316990195,58.81%,1,(highest to lowest),1,Percent
Education,3-Year Graduation Rate at 2-Year Institutions (State-Level),"Seattle-Tacoma-Bellevue, WA Metro Area",2019 (2018 data),2019,0.61,61.00%,1,(highest to lowest),1,Percent
Education,6-Year Graduation Rate at 4-Year Institutions (State Level),"Seattle-Tacoma-Bellevue, WA Metro Area",2015 (2014 data),2015,0.68,68.00%,2,(highest to lowest),1,Percent
Education,6-Year Graduation Rate at 4-Year Institutions (State Level),"Seattle-Tacoma-Bellevue, WA Metro Area",2016 (2015 data),2016,0.681,68.10%,2,(highest to lowest),1,Percent
Education,6-Year Graduation Rate at 4-Year Institutions (State Level),"Seattle-Tacoma-Bellevue, WA Metro Area",2017 (2016 data),2017,0.681,68.10%,2,(highest to lowest),1,Percent
Education,6-Year Graduation Rate at 4-Year Institutions (State Level),"Seattle-Tacoma-Bellevue, WA Metro Area",2018 (2017 data),2018,0.683,68.30%,2,(highest to lowest),1,Percent
Education,6-Year Graduation Rate at 4-Year Institutions (State Level),"Seattle-Tacoma-Bellevue, WA Metro Area",2019 (2018 data),2019,0.688,68.80%,2,(highest to lowest),1,Percent
Infrastructure,Population That Has Access To Advertised Broadband Speeds of 1GB or Higher,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2015,2015,,,,(highest to lowest),0,Percent
Infrastructure,Population That Has Access To Advertised Broadband Speeds of 1GB or Higher,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2016.0,2016.0,,,,(highest to lowest),0,Percent
Infrastructure,Population That Has Access To Advertised Broadband Speeds of 1GB or Higher,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2017.0,2017.0,,,,(highest to lowest),0,Percent
Infrastructure,Population That Has Access To Advertised Broadband Speeds of 1GB or Higher,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2018 (2017 data),2018,0.0589,5.89%,7,(highest to lowest),0,Percent
Infrastructure,Population That Has Access To Advertised Broadband Speeds of 1GB or Higher,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2019 (2018 data),2019,0.382,38.20%,2,(highest to lowest),0,Percent
Infrastructure,Number of Direct Routes Out of Home Airport,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2015,2015,216,216,2,(highest to lowest),0,Numeric
Infrastructure,Number of Direct Routes Out of Home Airport,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2016.0,2016.0,210.0,210.00,2.0,(highest to lowest),0,Numeric
Infrastructure,Number of Direct Routes Out of Home Airport,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2017.0,2017.0,244.0,244.00,1.0,(highest to lowest),0,Numeric
Infrastructure,Number of Direct Routes Out of Home Airport,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2018.0,2018.0,242.0,242.00,1.0,(highest to lowest),0,Numeric
Infrastructure,Number of Direct Routes Out of Home Airport,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2019.0,2019.0,244.0,244.00,2.0,(highest to lowest),0,Numeric
Infrastructure,Highway Miles Rated in Good Condition,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2015,2015,,,,(lowest to highest),0,Percent
Infrastructure,Highway Miles Rated in Good Condition,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2016.0,2016.0,,,,(lowest to highest),0,Percent
Infrastructure,Highway Miles Rated in Good Condition,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2017 (2016 data),2017,,,,(lowest to highest),0,Percent
Infrastructure,Highway Miles Rated in Good Condition,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2018 (2017 data),2018,,,,(lowest to highest),0,Percent
Infrastructure,Highway Miles Rated in Good Condition,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2019 (2018 data),2019,,,,(lowest to highest),0,Percent
Infrastructure,Bridges Rated Poor (State Level),"Atlanta-Sandy Springs-Roswell, GA Metro Area",2015 (2014 data),2015,0.042,4.20%,3,(lowest to highest),0,Percent
Infrastructure,Bridges Rated Poor (State Level),"Atlanta-Sandy Springs-Roswell, GA Metro Area",2016 (2015 data),2016,0.038,3.80%,3,(lowest to highest),0,Percent
Infrastructure,Bridges Rated Poor (State Level),"Atlanta-Sandy Springs-Roswell, GA Metro Area",2017 (2016 data),2017,0.036,3.60%,3,(lowest to highest),0,Percent
Infrastructure,Bridges Rated Poor (State Level),"Atlanta-Sandy Springs-Roswell, GA Metro Area",2018 (2017 data),2018,0.036,3.60%,3,(lowest to highest),0,Percent
Infrastructure,Bridges Rated Poor (State Level),"Atlanta-Sandy Springs-Roswell, GA Metro Area",2019 (2018 data),2019,0.033,3.30%,3,(lowest to highest),0,Percent
Infrastructure,Annual Hours of Delay Per Commuter,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2015 (2012 data),2015,51,51,6,(lowest to highest),0,Numeric
Infrastructure,Annual Hours of Delay Per Commuter,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2016 (2013 data),2016,52,52,6,(lowest to highest),0,Numeric
Infrastructure,Annual Hours of Delay Per Commuter,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2017 (2014 data),2017,52,52,5,(lowest to highest),0,Numeric
Infrastructure,Annual Hours of Delay Per Commuter,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2018 (no update),2018,52,52,5,(lowest to highest),0,Numeric
Infrastructure,Annual Hours of Delay Per Commuter,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2019 (no update),2019,52,52,5,(lowest to highest),0,Numeric
Infrastructure,"Population Living Within 30 Minutes of 100,000 Jobs By Transit or Walking","Atlanta-Sandy Springs-Roswell, GA Metro Area",2015,2015,,,,(highest to lowest),1,Percent
Infrastructure,"Population Living Within 30 Minutes of 100,000 Jobs By Transit or Walking","Atlanta-Sandy Springs-Roswell, GA Metro Area",2016 (2014 data),2016,0.018248919121024283,1.82%,9,(highest to lowest),1,Percent
Infrastructure,"Population Living Within 30 Minutes of 100,000 Jobs By Transit or Walking","Atlanta-Sandy Springs-Roswell, GA Metro Area",2017 (2015 data),2017,0.018,1.80%,10,(highest to lowest),1,Percent
Infrastructure,"Population Living Within 30 Minutes of 100,000 Jobs By Transit or Walking","Atlanta-Sandy Springs-Roswell, GA Metro Area",2018 (2016 data),2018,0.018,1.80%,10,(highest to lowest),1,Percent
Infrastructure,"Population Living Within 30 Minutes of 100,000 Jobs By Transit or Walking","Atlanta-Sandy Springs-Roswell, GA Metro Area",2019 (2017 data),2019,0.017119073196099347,1.71%,12,(highest to lowest),1,Percent
Infrastructure,Population With Commutes Less Than 30 Minutes,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2015 (2013 data),2015,0.518,51.80%,11,(highest to lowest),1,Percent
Infrastructure,Population With Commutes Less Than 30 Minutes,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2016 (2014 data),2016,0.51,51.00%,9,(highest to lowest),1,Percent
Infrastructure,Population With Commutes Less Than 30 Minutes,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2017 (2015 data),2017,0.504,50.40%,9,(highest to lowest),1,Percent
Infrastructure,Population With Commutes Less Than 30 Minutes,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2018 (2016 data),2018,0.489,48.90%,10,(highest to lowest),1,Percent
Infrastructure,Population With Commutes Less Than 30 Minutes,"Atlanta-Sandy Springs-Roswell, GA Metro Area",2019 (2017 data),2019,0.483,48.30%,10,(highest to lowest),1,Percent
Infrastructure,Population With Commutes Less Than 30 Minutes,"Atlanta-Sandy Springs-Roswell, GA Metro Area",nan,nan,,,,(highest to lowest),1,Percent
Infrastructure,Population With Commutes Less Than 30 Minutes,"Atlanta-Sandy Springs-Roswell, GA Metro Area",nan,nan,,,,(highest to lowest),1,Percent
Infrastructure,Population With Commutes Less Than 30 Minutes,"Atlanta-Sandy Springs-Roswell, GA Metro Area",nan,nan,,,,(highest to lowest),1,Percent
Infrastructure,Population With Commutes Less Than 30 Minutes,"Atlanta-Sandy Springs-Roswell, GA Metro Area",nan,nan,,,,(highest to lowest),1,Percent
Infrastructure,Population With Commutes Less Than 30 Minutes,"Atlanta-Sandy Springs-Roswell, GA Metro Area",nan,nan,,,,(highest to lowest),1,Percent
Infrastructure,Population With Commutes Less Than 30 Minutes,"Atlanta-Sandy Springs-Roswell, GA Metro Area",nan,nan,,,,(highest to lowest),1,Percent
Infrastructure,Population That Has Access To Advertised Broadband Speeds of 1GB or Higher,"Austin-Round Rock, TX Metro Area",2015,2015,,,,(highest to lowest),0,Percent
Infrastructure,Population That Has Access To Advertised Broadband Speeds of 1GB or Higher,"Austin-Round Rock, TX Metro Area",2016.0,2016.0,,,,(highest to lowest),0,Percent
Infrastructure,Population That Has Access To Advertised Broadband Speeds of 1GB or Higher,"Austin-Round Rock, TX Metro Area",2017.0,2017.0,,,,(highest to lowest),0,Percent
Infrastructure,Population That Has Access To Advertised Broadband Speeds of 1GB or Higher,"Austin-Round Rock, TX Metro Area",2018 (2017 data),2018,0.2458,24.58%,1,(highest to lowest),0,Percent
Infrastructure,Population That Has Access To Advertised Broadband Speeds of 1GB or Higher,"Austin-Round Rock, TX Metro Area",2019 (2018 data),2019,0.4025,40.25%,1,(highest to lowest),0,Percent
Infrastructure,Number of Direct Routes Out of Home Airport,"Austin-Round Rock, TX Metro Area",2015,2015,39,39,11,(highest to lowest),0,Numeric
Infrastructure,Number of Direct Routes Out of Home Airport,"Austin-Round Rock, TX Metro Area",2016.0,2016.0,48.0,48.00,12.0,(highest to lowest),0,Numeric
Infrastructure,Number of Direct Routes Out of Home Airport,"Austin-Round Rock, TX Metro Area",2017.0,2017.0,62.0,62.00,12.0,(highest to lowest),0,Numeric
Infrastructure,Number of Direct Routes Out of Home Airport,"Austin-Round Rock, TX Metro Area",2018.0,2018.0,72.0,72.00,12.0,(highest to lowest),0,Numeric
Infrastructure,Number of Direct Routes Out of Home Airport,"Austin-Round Rock, TX Metro Area",2019.0,2019.0,72.0,72.00,10.0,(highest to lowest),0,Numeric
Infrastructure,Highway Miles Rated in Good Condition,"Austin-Round Rock, TX Metro Area",2015,2015,,,,(lowest to highest),0,Percent
Infrastructure,Highway Miles Rated in Good Condition,"Austin-Round Rock, TX Metro Area",2016.0,2016.0,,,,(lowest to highest),0,Percent
Infrastructure,Highway Miles Rated in Good Condition,"Austin-Round Rock, TX Metro Area",2017 (2016 data),2017,,,,(lowest to highest),0,Percent
Infrastructure,Highway Miles Rated in Good Condition,"Austin-Round Rock, TX Metro Area",2018 (2017 data),2018,,,,(lowest to highest),0,Percent
Infrastructure,Highway Miles Rated in Good Condition,"Austin-Round Rock, TX Metro Area",2019 (2018 data),2019,,,,(lowest to highest),0,Percent
Infrastructure,Bridges Rated Poor (State Level),"Austin-Round Rock, TX Metro Area",2015 (2014 data),2015,0.015,1.50%,1,(lowest to highest),0,Percent
Infrastructure,Bridges Rated Poor (State Level),"Austin-Round Rock, TX Metro Area",2016 (2015 data),2016,0.014,1.40%,1,(lowest to highest),0,Percent
Infrastructure,Bridges Rated Poor (State Level),"Austin-Round Rock, TX Metro Area",2017 (2016 data),2017,0.012,1.20%,1,(lowest to highest),0,Percent
Infrastructure,Bridges Rated Poor (State Level),"Austin-Round Rock, TX Metro Area",2018 (2017 data),2018,0.012,1.20%,1,(lowest to highest),0,Percent
Infrastructure,Bridges Rated Poor (State Level),"Austin-Round Rock, TX Metro Area",2019 (2018 data),2019,0.013,1.30%,1,(lowest to highest),0,Percent
Infrastructure,Annual Hours of Delay Per Commuter,"Austin-Round Rock, TX Metro Area",2015 (2012 data),2015,49,49,5,(lowest to highest),0,Numeric
Infrastructure,Annual Hours of Delay Per Commuter,"Austin-Round Rock, TX Metro Area",2016 (2013 data),2016,51,51,5,(lowest to highest),0,Numeric
Infrastructure,Annual Hours of Delay Per Commuter,"Austin-Round Rock, TX Metro Area",2017 (2014 data),2017,52,52,5,(lowest to highest),0,Numeric
Infrastructure,Annual Hours of Delay Per Commuter,"Austin-Round Rock, TX Metro Area",2018 (no update),2018,52,52,5,(lowest to highest),0,Numeric
Infrastructure,Annual Hours of Delay Per Commuter,"Austin-Round Rock, TX Metro Area",2019 (no update),2019,52,52,5,(lowest to highest),0,Numeric
Infrastructure,"Population Living Within 30 Minutes of 100,000 Jobs By Transit or Walking","Austin-Round Rock, TX Metro Area",2015,2015,,,,(highest to lowest),1,Percent
Infrastructure,"Population Living Within 30 Minutes of 100,000 Jobs By Transit or Walking","Austin-Round Rock, TX Metro Area",2016 (2014 data),2016,0.01797191498634554,1.80%,10,(highest to lowest),1,Percent
Infrastructure,"Population Living Within 30 Minutes of 100,000 Jobs By Transit or Walking","Austin-Round Rock, TX Metro Area",2017 (2015 data),2017,0.034,3.40%,9,(highest to lowest),1,Percent
Infrastructure,"Population Living Within 30 Minutes of 100,000 Jobs By Transit or Walking","Austin-Round Rock, TX Metro Area",2018 (2016 data),2018,0.031,3.10%,9,(highest to lowest),1,Percent
Infrastructure,"Population Living Within 30 Minutes of 100,000 Jobs By Transit or Walking","Austin-Round Rock, TX Metro Area",2019 (2017 data),2019,0.03392726982460413,3.39%,9,(highest to lowest),1,Percent
Infrastructure,Population With Commutes Less Than 30 Minutes,"Austin-Round Rock, TX Metro Area",2015 (2013 data),2015,0.628,62.80%,3,(highest to lowest),1,Percent
Infrastructure,Population With Commutes Less Than 30 Minutes,"Austin-Round Rock, TX Metro Area",2016 (2014 data),2016,0.607,60.70%,5,(highest to lowest),1,Percent
Infrastructure,Population With Commutes Less Than 30 Minutes,"Austin-Round Rock, TX Metro Area",2017 (2015 data),2017,0.605,60.50%,3,(highest to lowest),1,Percent
Infrastructure,Population With Commutes Less Than 30 Minutes,"Austin-Round Rock, TX Metro Area",2018 (2016 data),2018,0.593,59.30%,5,(highest to lowest),1,Percent
Infrastructure,Population With Commutes Less Than 30 Minutes,"Austin-Round Rock, TX Metro Area",2019 (2017 data),2019,0.591,59.10%,3,(highest to lowest),1,Percent
Infrastructure,Population With Commutes Less Than 30 Minutes,"Austin-Round Rock, TX Metro Area",nan,nan,,,,(highest to lowest),1,Percent
Infrastructure,Population With Commutes Less Than 30 Minutes,"Austin-Round Rock, TX Metro Area",nan,nan,,,,(highest to lowest),1,Percent
Infrastructure,Population With Commutes Less Than 30 Minutes,"Austin-Round Rock, TX Metro Area",nan,nan,,,,(highest to lowest),1,Percent
Infrastructure,Population With Commutes Less Than 30 Minutes,"Austin-Round Rock, TX Metro Area",nan,nan,,,,(highest to lowest),1,Percent
Infrastructure,Population With Commutes Less Than 30 Minutes,"Austin-Round Rock, TX Metro Area",nan,nan,,,,(highest to lowest),1,Percent
Infrastructure,Population With Commutes Less Than 30 Minutes,"Austin-Round Rock, TX Metro Area",nan,nan,,,,(highest to lowest),1,Percent
Infrastructure,Population That Has Access To Advertised Broadband Speeds of 1GB or Higher,"Boston-Cambridge-Newton, MA-NH Metro Area",2015,2015,,,,(highest to lowest),0,Percent
Infrastructure,Population That Has Access To Advertised Broadband Speeds of 1GB or Higher,"Boston-Cambridge-Newton, MA-NH Metro Area",2016.0,2016.0,,,,(highest to lowest),0,Percent
Infrastructure,Population That Has Access To Advertised Broadband Speeds of 1GB or Higher,"Boston-Cambridge-Newton, MA-NH Metro Area",2017.0,2017.0,,,,(highest to lowest),0,Percent
Infrastructure,Population That Has Access To Advertised Broadband Speeds of 1GB or Higher,"Boston-Cambridge-Newton, MA-NH Metro Area",2018 (2017 data),2018,0.0049,0.49%,12,(highest to lowest),0,Percent
Infrastructure,Population That Has Access To Advertised Broadband Speeds of 1GB or Higher,"Boston-Cambridge-Newton, MA-NH Metro Area",2019 (2018 data),2019,0.005,0.50%,12,(highest to lowest),0,Percent
Infrastructure,Number of Direct Routes Out of Home Airport,"Boston-Cambridge-Newton, MA-NH Metro Area",2015,2015,102,102,8,(highest to lowest),0,Numeric
Infrastructure,Number of Direct Routes Out of Home Airport,"Boston-Cambridge-Newton, MA-NH Metro Area",2016.0,2016.0,123.0,123.00,8.0,(highest to lowest),0,Numeric
Infrastructure,Number of Direct Routes Out of Home Airport,"Boston-Cambridge-Newton, MA-NH Metro Area",2017.0,2017.0,133.0,133.00,8.0,(highest to lowest),0,Numeric
Infrastructure,Number of Direct Routes Out of Home Airport,"Boston-Cambridge-Newton, MA-NH Metro Area",2018.0,2018.0,121.0,121.00,8.0,(highest to lowest),0,Numeric
Infrastructure,Number of Direct Routes Out of Home Airport,"Boston-Cambridge-Newton, MA-NH Metro Area",2019.0,2019.0,130.0,130.00,8.0,(highest to lowest),0,Numeric
Infrastructure,Highway Miles Rated in Good Condition,"Boston-Cambridge-Newton, MA-NH Metro Area",2015,2015,,,,(lowest to highest),0,Percent
Infrastructure,Highway Miles Rated in Good Condition,"Boston-Cambridge-Newton, MA-NH Metro Area",2016.0,2016.0,,,,(lowest to highest),0,Percent
Infrastructure,Highway Miles Rated in Good Condition,"Boston-Cambridge-Newton, MA-NH Metro Area",2017 (2016 data),2017,,,,(lowest to highest),0,Percent
Infrastructure,Highway Miles Rated in Good Condition,"Boston-Cambridge-Newton, MA-NH Metro Area",2018 (2017 data),2018,,,,(lowest to highest),0,Percent
Infrastructure,Highway Miles Rated in Good Condition,"Boston-Cambridge-Newton, MA-NH Metro Area",2019 (2018 data),2019,,,,(lowest to highest),0,Percent
Infrastructure,Bridges Rated Poor (State Level),"Boston-Cambridge-Newton, MA-NH Metro Area",2015 (2014 data),2015,0.087,8.70%,9,(lowest to highest),0,Percent
Infrastructure,Bridges Rated Poor (State Level),"Boston-Cambridge-Newton, MA-NH Metro Area",2016 (2015 data),2016,0.087,8.70%,10,(lowest to highest),0,Percent
Infrastructure,Bridges Rated Poor (State Level),"Boston-Cambridge-Newton, MA-NH Metro Area",2017 (2016 data),2017,0.091,9.10%,10,(lowest to highest),0,Percent
Infrastructure,Bridges Rated Poor (State Level),"Boston-Cambridge-Newton, MA-NH Metro Area",2018 (2017 data),2018,0.091,9.10%,10,(lowest to highest),0,Percent
Infrastructure,Bridges Rated Poor (State Level),"Boston-Cambridge-Newton, MA-NH Metro Area",2019 (2018 data),2019,0.092,9.20%,10,(lowest to highest),0,Percent
Infrastructure,Annual Hours of Delay Per Commuter,"Boston-Cambridge-Newton, MA-NH Metro Area",2015 (2012 data),2015,63,63,11,(lowest to highest),0,Numeric
Infrastructure,Annual Hours of Delay Per Commuter,"Boston-Cambridge-Newton, MA-NH Metro Area",2016 (2013 data),2016,63,63,10,(lowest to highest),0,Numeric
Infrastructure,Annual Hours of Delay Per Commuter,"Boston-Cambridge-Newton, MA-NH Metro Area",2017 (2014 data),2017,64,64,11,(lowest to highest),0,Numeric
Infrastructure,Annual Hours of Delay Per Commuter,"Boston-Cambridge-Newton, MA-NH Metro Area",2018 (no update),2018,64,64,11,(lowest to highest),0,Numeric
